identifier,title,action,name,date,matter_id
O2023-0006517,Zoning Reclassification Map No. 13-I at 5023-5035 N Lincoln Ave/2441-2453 W Winnemac Ave - App No. 22321T1,Referred,Chicago City Council,2023-12-15,464F8DDE-C79A-EE11-BE36-001DD83057A3
O2023-0006518,Zoning Reclassification Map No. 2-F at 717-739 S Clark St - App No. 22322,Referred,Chicago City Council,2023-12-15,40A08026-679B-EE11-BE36-001DD83057A3
O2023-0006519,Handicapped Parking Permit No. 131359,Referred,Chicago City Council,2023-12-15,4C6882AB-719B-EE11-BE36-001DD83057A3
O2023-0006520,Handicapped Parking Permit No. 130745,Referred,Chicago City Council,2023-12-15,D6CF02EB-739B-EE11-BE36-001DD83057A3
O2023-0006521,Handicapped Parking Permit No. 131515,Referred,Chicago City Council,2023-12-15,62A7737B-749B-EE11-BE36-001DD83057A3
O2023-0006522,Handicapped Parking Permit No. 132197,Referred,Chicago City Council,2023-12-15,A363BBDC-749B-EE11-BE36-001DD83057A3
O2023-0006523,Handicapped permit parking at 5219 S Washtenaw Ave,Referred,Chicago City Council,2023-12-15,1E068735-759B-EE11-BE36-001DD83057A3
O2023-0006524,Handicapped permit parking at 3453 W 66th Pl,Referred,Chicago City Council,2023-12-15,C7CC4A97-759B-EE11-BE36-001DD83057A3
O2023-0006525,Handicapped Parking Permit No. 132696,Referred,Chicago City Council,2023-12-15,9125FFED-759B-EE11-BE36-001DD83057A3
O2023-0006526,Handicapped Parking Permit No. 132677,Referred,Chicago City Council,2023-12-15,4249A63C-769B-EE11-BE36-001DD83057A3
O2023-0006527,Handicapped Parking Permit No. 130058,Referred,Chicago City Council,2023-12-15,562E3587-769B-EE11-BE36-001DD83057A3
O2023-0006528,Handicapped Parking Permit No. 132138,Referred,Chicago City Council,2023-12-15,3CBCE5E9-769B-EE11-BE36-001DD83057A3
O2023-0006529,Handicapped Parking Permit No. 129352,Referred,Chicago City Council,2023-12-15,0CF7E05D-779B-EE11-BE36-001DD83057A3
O2023-0006530,Handicapped Parking Permit No. 132265,Referred,Chicago City Council,2023-12-15,49E3B5BA-779B-EE11-BE36-001DD83057A3
O2023-0006531,Handicapped Parking Permit No. 1068 - remove,Referred,Chicago City Council,2023-12-15,B75A5C1D-789B-EE11-BE36-001DD83057A3
O2023-0006532,Traffic sign(s)/signal(s) at 430 N Artesian Ave - All-Way Stop,Referred,Chicago City Council,2023-12-15,6F0F9A7C-789B-EE11-BE36-001DD83057A3
O2023-0006533,Handicapped Parking Permit No. 70067,Referred,Chicago City Council,2023-12-15,EBB8D4CD-789B-EE11-BE36-001DD8305C66
O2023-0006534,Handicapped Parking Permit No. 126309 - amend,Referred,Chicago City Council,2023-12-15,3D15ED29-799B-EE11-BE36-001DD8305C66
O2023-0006535,Loading/Standing/Tow Zone(s) at 4535 N Central Park Ave - repeal,Referred,Chicago City Council,2023-12-15,D9B7B580-799B-EE11-BE36-001DD8305C66
O2023-0006537,Loading/Standing/Tow Zone(s) at 58-62 E Oak St,Referred,Chicago City Council,2023-12-15,73101B64-7A9B-EE11-BE36-001DD8305C66
O2023-0006538,Loading/Standing/Tow Zone(s) at N Wabash Ave from E Superior St to 30 feet north - remove,Referred,Chicago City Council,2023-12-15,853498D4-7A9B-EE11-BE36-001DD8305C66
OR2023-0001345,Traffic sign(s)/signal(s) at W 62nd St from point 30 ft. east of S Kenneth Ave to point 40 ft. east thereof - 2 percent Disabled Reserve Parking,Introduce,Chicago City Council,2023-06-22,CAB3F9EF-7D10-EE11-8F6C-001DD806D641
Or2023-0002087,Traffic sign(s)/signal(s) at W 32nd St and Stewart Ave - All-Way Stop,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,88EF9CB2-A912-EE11-8F6D-001DD806F88B
Or2023-0002207,Issuance of permits for sign(s)/signboard(s) at 6084 S Archer Ave - Permit No. 101019938,Passed,Chicago City Council,2022-09-14,C1DC99FD-AB16-EE11-8F6D-001DD806F9D9
Or2023-0002678,Residential permit parking at 1700-1998 and 1701-1999 N Stockton Dr - Zone No. 142,Substituted-Aggregated,Chicago City Council,2023-07-14,3E022CF4-4E1F-EE11-8F6C-001DD809B9F5
Or2023-0002679,Residential permit parking at 2000-2398 and 2001-2399 N Stockton Dr - Zone No. 143,Substituted-Aggregated,Chicago City Council,2023-07-14,7C6B7D7D-4F1F-EE11-8F6C-001DD809B9F5
Or2023-0002785,Traffic sign(s)/signal(s) at N Sacramento Ave and W Jerome St - All-Way Stop,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,F17CBF3A-6E22-EE11-8F6C-001DD809B9F5
Or2023-0002839,Issuance of permits for sign(s)/signboard(s) at 352 E Illinois St - Permit No. 101022150,Passed,Chicago City Council,2023-07-24,AC06AFF0-6F25-EE11-9CBD-001DD804E555
Or2023-0002854,Issuance of permits for sign(s)/signboard(s) at 352 E Illinois St - Permit No. 101022149,Passed,Chicago City Council,2023-07-24,87CB12EB-7825-EE11-9CBD-001DD804E555
Or2023-0002876,Traffic sign(s)/signal(s) at S Mayfield Ave and S Archer Ave - Two Hour Parking,Substituted-Aggregated,Chicago City Council,2023-07-14,19220955-8525-EE11-9CBD-001DD804E144
Or2023-0002908,Residential permit parking at 4900-4999 W Winchester Ave,Substituted-Aggregated,Chicago City Council,2023-07-14,BBE2171F-A525-EE11-9CBD-001DD804E144
Or2023-0002916,Residential permit parking at N St. Louis Ave from W Lyndale Ave to W Belden Ave,Substituted-Aggregated,Chicago City Council,2023-07-14,45A09879-AC25-EE11-9CBD-001DD804E144
Or2023-0003106,Issuance of permits for sign(s)/signboard(s) at 1620 W 95th St - Permit No. 101024313,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,5E982CFA-3532-EE11-BDF4-001DD8049DE6
Or2023-0003107,Issuance of permits for sign(s)/signboard(s) at 5250 N Broadway - Permit No. 101020232,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,7419A235-3832-EE11-BDF4-001DD804915C
Or2023-0003137,Residential permit parking at 5000-5099 W Altgeld St - Zone No. 2398 - amend,Introduced,Chicago City Council,2023-09-06,ACAD9F7B-5335-EE11-BDF4-001DD8301360
Or2023-0003137,Residential permit parking at 5000-5099 W Altgeld St - Zone No. 2398 - amend,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,ACAD9F7B-5335-EE11-BDF4-001DD8301360
Or2023-0003366,Issuance of permits for sign(s)/signboard(s) at 2642 W Devon Ave - Permit No. 101025963,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,0A23C081-3D3C-EE11-BDF4-001DD80974AF
Or2023-0003402,"Residential permit parking at W Sunnyside Ave, 3200 block",Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,3223F078-F83D-EE11-BDF4-001DD8097F7D
Or2023-0003402,"Residential permit parking at W Sunnyside Ave, 3200 block",Introduced,Chicago City Council,2023-09-06,3223F078-F83D-EE11-BDF4-001DD8097F7D
Or2023-0003488,"Residential permit parking at 4358 S Artesian Ave on north side of W 44th St from S Artesian Ave to first alley west, and wrap around 4359 S Artesian Ave on north side of W 44th St from S Artesian Ave to first alley east - Zone No. 1528 - extension",Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,066B7FCA-7943-EE11-BDF3-001DD8097665
Or2023-0003488,"Residential permit parking at 4358 S Artesian Ave on north side of W 44th St from S Artesian Ave to first alley west, and wrap around 4359 S Artesian Ave on north side of W 44th St from S Artesian Ave to first alley east - Zone No. 1528 - extension",Introduced,Chicago City Council,2023-09-06,066B7FCA-7943-EE11-BDF3-001DD8097665
Or2023-0003489,Vehicle weight limitation at S Hamilton Ave from W Garfield Blvd to W 58th St - 5 tons,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,DBD3F1CA-7A43-EE11-BDF3-001DD8097665
Or2023-0003489,Vehicle weight limitation at S Hamilton Ave from W Garfield Blvd to W 58th St - 5 tons,Introduced,Chicago City Council,2023-09-06,DBD3F1CA-7A43-EE11-BDF3-001DD8097665
Or2023-0003493,Residential permit parking at 4600-4646 and 4601-4643 S Emerald Ave,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,AE7B4844-7D43-EE11-BDF3-001DD8097665
Or2023-0003493,Residential permit parking at 4600-4646 and 4601-4643 S Emerald Ave,Introduced,Chicago City Council,2023-09-06,AE7B4844-7D43-EE11-BDF3-001DD8097665
Or2023-0003870,Issuance of permits for sign(s)/signboard(s) at 5237 N Broadway - Permit No. 101020740,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,65E9965E-3D48-EE11-BE6D-001DD8097F18
Or2023-0003874,Issuance of permits for sign(s)/signboard(s) at 1806 N Damen Ave - Permit No. 101025227,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,E80D88BB-E848-EE11-BE6D-001DD80974AF
Or2023-0003875,Issuance of permits for sign(s)/signboard(s) at 2228 N Clybourn Ave - Permit No. 101022424,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,4BDDA761-EA48-EE11-BE6D-001DD80974AF
Or2023-0003876,Issuance of permits for sign(s)/signboard(s) at 2011 N Damen Ave - Permit No. 101026321,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,35BDF5B9-EB48-EE11-BE6D-001DD80974AF
Or2023-0003877,Issuance of permits for sign(s)/signboard(s) at 2647 N Elston Ave - Permit No. 101024669,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,4E4C0975-EC48-EE11-BE6D-001DD8097F7D
Or2023-0003933,Issuance of permits for sign(s)/signboard(s) at 3700 S Morgan St - Permit No. 101018444,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,D8DB04D9-CE4C-EE11-BE6D-001DD8097E7B
Or2023-0003994,Issuance of permits for sign(s)/signboard(s) at 4840 N Marine Dr - Permit No. 101026256,Introduced,Chicago City Council,2023-09-12,05BC9103-C04D-EE11-BE6D-001DD80974AF
Or2023-0004009,Issuance of permits for sign(s)/signboard(s) at 3960 W 26th St - Permit No. 101017076,Introduced,Chicago City Council,2023-09-12,A6A1831E-584E-EE11-BE6D-001DD8097F7D
Or2023-0004043,Issuance of permits for sign(s)/signboard(s) at 717 S Desplaines St - Permit No. 101011828,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,5893E7D7-8B4E-EE11-BE6D-001DD80974AF
Or2023-0004071,Issuance of permits for sign(s)/signboard(s) at 1353 S Wabash Ave - Permit No. 101029079,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,2DDF501E-C650-EE11-BE6E-001DD8097692
Or2023-0004072,Issuance of permits for sign(s)/signboard(s) at 1353 S Wabash Ave - Permit No. 101029078,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,99279FB7-C650-EE11-BE6E-001DD8097692
Or2023-0004073,Issuance of permits for sign(s)/signboard(s) at 1353 S Wabash Ave - Permit No. 101029073,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,131569BB-C750-EE11-BE6E-001DD8097692
Or2023-0004074,Issuance of permits for sign(s)/signboard(s) at 1353 S Wabash Ave - Permit No. 101029075,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,C469232A-C850-EE11-BE6E-001DD8097692
Or2023-0004075,Issuance of permits for sign(s)/signboard(s) at 2232 W Wabash Ave - North elevation,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,9365C3A5-C850-EE11-BE6E-001DD8097692
Or2023-0004082,Issuance of permits for sign(s)/signboard(s) at 1631 S Michigan Ave - Permit No. 101026890,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,540908D3-D550-EE11-BE6E-001DD8097692
Or2023-0004086,Issuance of permits for sign(s)/signboard(s) at 2707 N Clark St - Permit No. 100996946,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,519E8BF1-E050-EE11-BE6E-001DD8097692
Or2023-0004090,Issuance of permits for sign(s)/signboard(s) at 1958 W 35th St - Permit No. 101025751,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,A8CC9898-E850-EE11-BE6E-001DD8097692
Or2023-0004113,Historical landmark fee waiver for property at 3402-3402.5 S Giles Ave,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,D47F501E-8C51-EE11-BE6E-001DD8097F7D
Or2023-0004158,Issuance of permits for sign(s)/signboard(s) at 1001 W Chicago Ave - Permit No. 101023286,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,AD69A291-5B52-EE11-BE6E-001DD80970E4
Or2023-0004159,Issuance of permits for sign(s)/signboard(s) at 1001 W Chicago Ave - Permit No. 101023287,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,B49F201E-5C52-EE11-BE6E-001DD80970E4
Or2023-0004193,Traffic sign(s)/signal(s) at W 32nd St and S Stewart Ave - All Way Stop,Referred,Chicago City Council,2023-09-06,86067DEA-0653-EE11-BE6E-001DD8097692
Or2023-0004194,Traffic sign(s)/signal(s) at S Maplewood Ave and W Lexington St - All Way Stop,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,F40B347F-0B53-EE11-BE6E-001DD8097692
Or2023-0004194,Traffic sign(s)/signal(s) at S Maplewood Ave and W Lexington St - All Way Stop,Referred,Chicago City Council,2023-09-06,F40B347F-0B53-EE11-BE6E-001DD8097692
Or2023-0004195,Traffic sign(s)/signal(s) at W Jackson Blvd and S Springfield Ave - All-Way Stop,Referred,Chicago City Council,2023-09-06,8E318639-0C53-EE11-BE6E-001DD8097692
Or2023-0004195,Traffic sign(s)/signal(s) at W Jackson Blvd and S Springfield Ave - All-Way Stop,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,8E318639-0C53-EE11-BE6E-001DD8097692
Or2023-0004200,Traffic sign(s)/signal(s) at W Wolfram St and N Cicero Ave - Stop Sign,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,D0746A00-1153-EE11-BE6E-001DD8097692
Or2023-0004200,Traffic sign(s)/signal(s) at W Wolfram St and N Cicero Ave - Stop Sign,Referred,Chicago City Council,2023-09-06,D0746A00-1153-EE11-BE6E-001DD8097692
Or2023-0004201,Traffic sign(s)/signal(s) at W Wolfram St (north side) and N Cicero Ave to first alley west thereof,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,7E695ACB-1153-EE11-BE6E-001DD8097692
Or2023-0004201,Traffic sign(s)/signal(s) at W Wolfram St (north side) and N Cicero Ave to first alley west thereof,Referred,Chicago City Council,2023-09-06,7E695ACB-1153-EE11-BE6E-001DD8097692
Or2023-0004204,Traffic sign(s)/signal(s) at N Nashville Ave and W Argyle St - All Way Stop,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,FA428232-1353-EE11-BE6E-001DD8097692
Or2023-0004204,Traffic sign(s)/signal(s) at N Nashville Ave and W Argyle St - All Way Stop,Referred,Chicago City Council,2023-09-06,FA428232-1353-EE11-BE6E-001DD8097692
Or2023-0004220,Issuance of permits for sign(s)/signboard(s) at 6165 N Northwest Hwy - Permit No. 101023132,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,11F6E07A-1F53-EE11-BE6E-001DD8097F18
Or2023-0004221,Issuance of permits for sign(s)/signboard(s) at 6155 N Northwest Hwy - Permit No. 101023263,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,E0FFF0CB-1F53-EE11-BE6E-001DD8097F18
Or2023-0004228,Issuance of permits for sign(s)/signboard(s) at 520 N Michigan Ave - Permit No. 101024127,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,8E4B2CC6-2653-EE11-BE6E-001DD8097F18
Or2023-0004271,Handicapped permit parking at 5257 S Hamlin Ave - amend,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-14,6DB91630-4B53-EE11-BE6E-001DD8097665
Or2023-0004507,"Call for Chicago Department of Transportation and Department of Assets, Information and Services to develop coordinating system for all work triggering roadway construction moratoriums or other qualifying works in the public way",Introduced,Chicago City Council,2023-10-03,9BF96474-8558-EE11-BE6E-001DD80984F5
Or2023-0004642,Traffic sign(s)/signal(s) at N Olympia Ave and N Onarga Ave - Two-Way Stop,Introduced,Chicago City Council,2023-10-05,4DFA8062-4F5D-EE11-BE6E-001DD8306FC4
Or2023-0004644,Residential permit parking at 5400-5458 S Artesian Ave,Introduced,Chicago City Council,2023-10-05,BE0857C5-515D-EE11-BE6E-001DD8306AD0
Or2023-0005307,Traffic sign(s)/signal(s) at W Washington Blvd and N Lotus Ave - All-Way Stop,Referred,Chicago City Council,2023-10-05,6BBF4E76-5D6C-EE11-8DEF-001DD804E2C5
Or2023-0005308,Traffic direction at W Wolfram St from Cicero Ave. to N. Long Ave - One-Way westerly - amend,Referred,Chicago City Council,2023-10-05,0273E096-5E6C-EE11-8DEF-001DD804E2C5
Or2023-0005353,Residential permit parking at 5315-5326 S Lorel Ave - Zone 2412,Referred,Chicago City Council,2023-10-05,098B37CF-B66D-EE11-8DEF-001DD804E693
Or2023-0005355,Residential permit parking at 2024-2110 N Parkside Ave - even side,Referred,Chicago City Council,2023-10-05,B8E6830C-B86D-EE11-8DEF-001DD804E693
Or2023-0005637,"Tag day permit(s) for Ronald McDonald House Charities of Chicagoland and Northwest Indiana; and Planned Parenthood Federation of America, Inc.",Recommended to Pass,Chicago City Council,2023-10-31,12EFAE74-2777-EE11-9AE5-001DD804D22B
Or2023-0005926,Tag day permit for The Nature Conservancy,Recommended to Pass,Chicago City Council,2023-11-14,62EDF2BC-2483-EE11-8178-001DD83091CA
Or2023-0006075,Issuance of permits for sign(s)/signboard(s) at 7601 S State St - Permit No. 101033270,Passed,Chicago City Council,2023-12-18,B1DB3658-D28E-EE11-8178-001DD806EF77
Or2023-0006079,Issuance of permits for sign(s)/signboard(s) at 3936 N Milwaukee Ave - Permit No. 101037321,Passed,Chicago City Council,2023-12-18,94DF3C3B-D78E-EE11-8178-001DD806EF77
Or2023-0006080,Issuance of permits for sign(s)/signboard(s) at 3936 N Milwaukee Ave - Permit No. 101037323,Passed,Chicago City Council,2023-12-18,5484C124-D88E-EE11-8178-001DD806E921
Or2023-0006179,Issuance of permits for sign(s)/signboard(s) at 4734 N Cumberland Ave - Permit No. 10134436,Referred,Chicago City Council,2023-12-15,AF9EEE70-7E94-EE11-8178-001DD83079AC
Or2023-0006181,Issuance of permits for sign(s)/signboard(s) at 5859 W Irving Park Rd - 101306464,Referred,Chicago City Council,2023-12-15,BD5C93CC-8094-EE11-8178-001DD8307369
Or2023-0006246,Issuance of permits for sign(s)/signboard(s) at 801 S Canal St - Permit No. 101038085,Referred,Chicago City Council,2023-12-15,2076AA74-1596-EE11-8178-001DD8307226
Or2023-0006341,Issuance of permits for sign(s)/signboard(s) at 1101 S Canal St - Permit No. 101023098,Referred,Chicago City Council,2023-12-15,F9A1B6E8-5398-EE11-BE36-001DD8305C66
Or2023-0006417,Call for gender-based task force to study levels of violence affecting Black women and formulate strategic response,Referred,Chicago City Council,2023-12-15,0DED5A13-C999-EE11-BE36-001DD8305C66
Or2023-0006420,Issuance of permits for sign(s)/signboard(s) at 6450 N California Ave - Permit No. 101040064,Referred,Chicago City Council,2023-12-15,20CA48F6-D399-EE11-BE36-001DD83057A3
Or2023-0006536,Traffic sign(s)/signal(s) at N Newark Ave and W Ardmore Ave - Four-Way Stop,Referred,Chicago City Council,2023-12-15,9E7704E9-799B-EE11-BE36-001DD8305C66
R2023-0001022,Call for hearing(s) each month on City's plans and processes in response to migrant and refugee arrivals to Chicago,Adopted,Chicago City Council,2023-07-21,8F4109FB-A209-EE11-8F6D-001DD809B7F1
R2023-0002224,Support for renewal of First Class 6(b) and Second Class 6(b) tax incentives for property at 4550 S Packers Ave,Adopted,"Committee on Economic, Capital and Technology Development",2023-07-19,8CC0E88C-6017-EE11-8F6D-001DD806F9D9
R2023-0002929,Call for hearing(s) on expansion of access to mental health services,Recommended to Pass,Committee on Health and Human Relations,2023-09-13,3452C73E-4226-EE11-9965-001DD804E11C
R2023-0002940,"Call for Chicago institutions of higher learning to establish department or office to aggressively work to increase Black student recruitment, enrollment and scholarship opportunities",Adopted,Chicago City Council,2023-10-05,D9C8FE94-4E26-EE11-9965-001DD804E9A5
R2023-0003064,"Amendment to Salary Resolution regarding Chicago Police Department lateral and rehire agreement, health benefits, salary adjustments and salary schedule IT",Recommended to Pass,Committee on Budget and Government Operations,2023-07-19,CC2086F3-E827-EE11-9965-001DD804E11C
R2023-0004907,"Establishment of permanent Subcommittee of Revenue under Committee on Finance and appointment of Chair, Vice-Chair and members",Referred,Chicago City Council,2023-10-02,EFDC9827-5261-EE11-BE6E-001DD8052E29
R2023-0006157,"Call for hearing(s) to discuss report entitled ""Wrongful Convictions Litigation Database: Chicago""",Referred,Chicago City Council,2023-12-15,62717C6F-5094-EE11-8178-001DD8307226
R2023-0006436,Expression of support and solidarity with Columbia College Faculty Union during contract negotiations,Referred,Chicago City Council,2023-12-15,6093793C-E099-EE11-BE36-001DD83057A3
SCL2023-0002852,Various small claims,Substituted,Chicago City Council,2023-07-18,2184FF5A-7625-EE11-9CBD-001DD804E11C
SO2023-0001245,Amendment of Municipal Code Chapter 2-56 regarding qualifications and appointment of Inspector General and Public Safety Deputy,Substituted,Chicago City Council,2023-07-13,FA12A740-4E10-EE11-8F6C-001DD806D641
SO2023-0001253,"Amendment of Municipal Code Title 9 by adding new Chapter 9-116 entitled ""Traffic Crash Review and Analysis""",Substituted,Committee on Pedestrian and Traffic Safety,2023-08-28,E51C12E9-5710-EE11-8F6C-001DD806D641
SO2023-0001253,"Amendment of Municipal Code Title 9 by adding new Chapter 9-116 entitled ""Traffic Crash Review and Analysis""",Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,E51C12E9-5710-EE11-8F6C-001DD806D641
SO2023-0001388,"Issuance of multi-family housing revenue bonds and other financial assistance to Boulevard Apartments Preservation, LP for acquisition and rehabilitation of affordable housing at 1930-1938 N Humboldt Blvd, 929-935 N Sacramento Ave and 2212-2214 N Sacramento Ave",Substituted,Chicago City Council,2023-07-23,51757F59-8410-EE11-8F6C-001DD806D641
SO2023-0001717,"Honorary street designation as ""Honorary Larry Chase Way"" ",Refer,Committee on Transportation and Public Way,2023-06-22,56BFAFDC-C110-EE11-8F6C-001DD806D2E1
SO2023-0001717,"Honorary street designation as ""Honorary Larry Chase Way"" ",Recommend to Pass,Chicago City Council,2023-06-22,56BFAFDC-C110-EE11-8F6C-001DD806D2E1
SO2023-0001717,"Honorary street designation as ""Honorary Larry Chase Way"" ",Introduce,Chicago City Council,2023-06-22,56BFAFDC-C110-EE11-8F6C-001DD806D2E1
SO2023-0001717,"Honorary street designation as ""Honorary Larry Chase Way"" ",Passed,Chicago City Council,2023-06-22,56BFAFDC-C110-EE11-8F6C-001DD806D2E1
SO2023-0001717,"Honorary street designation as ""Honorary Larry Chase Way"" ",Single Substitute,Committee on Transportation and Public Way,2023-06-22,56BFAFDC-C110-EE11-8F6C-001DD806D2E1
SO2023-0001865,Zoning Reclassification Map No. 1-G at 1300 W Carroll Ave - App No. 20866,Substituted,Chicago City Council,2023-06-20,22659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001866,"Zoning Reclassification Map No. 4-E at 45-79 E 18th St, 1801-1809 S Wabash Ave, 1800-1806 S Michigan Ave - App No. 21125",Substituted,Chicago City Council,2023-06-20,24659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001868,Zoning Reclassification Map No. 5-G at 1030-1050 W North Ave/1604-1624 N Kingsbury St - App No. 22043T1,Amended,Chicago City Council,2023-07-14,28659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001869,Zoning Reclassification Map No. 12-E at 5339-5353 S State St and 2-16 E 54th St - App No. 20951T1,Substituted,Chicago City Council,2023-07-14,2A659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001870,Zoning Reclassification Map No. 1-G at 357-359 N Green St - App No. 22103,Amended,Chicago City Council,2023-07-14,2D659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001870,Zoning Reclassification Map No. 1-G at 357-359 N Green St - App No. 22103,Substituted,Chicago City Council,2023-07-14,2D659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001871,"Zoning Reclassification Map No. 1-F at 320 N Jefferson St, 650 W Wayman St, 740 W Fulton Market and 331 N Halsted St - App No. 22104",Substituted,Chicago City Council,2023-07-14,2F659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001872,Zoning Reclassification Map No. 7-G at 1354 W Diversey Pkwy - App No. 22136,Substituted,Chicago City Council,2023-07-14,31659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001872,Zoning Reclassification Map No. 7-G at 1354 W Diversey Pkwy - App No. 22136,Amended,Chicago City Council,2023-07-14,31659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001873,Zoning Reclassification Map No. 3-G at 1235-1237 N Ashland Ave - App No. 22142T1,Substituted,Chicago City Council,2023-07-14,33659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001874,Zoning Reclassification Map No. 3-G at 1257-1301 N Ashland Ave - App No. 22143T1,Substituted,Chicago City Council,2023-07-14,35659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001876,Amendment of Statements 5 and 12 of Planned Development 1092 at N Franklin St and W Illinois St,Substituted,Chicago City Council,2023-07-14,39659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001881,Zoning Reclassification Map No. 5-H at 1653-1739 W Webster Ave and 2075-2189 N Elston Ave - App No. 22154,Substituted,Chicago City Council,2023-07-14,43659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001882,Zoning Reclassification Map No. 1-G at 1300-1328 W Lake St - App No. 22156,Substituted,Chicago City Council,2023-07-14,45659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001888,Zoning Reclassification Map No. 7-H at 2940-2946 N Leavitt St - App No. 22166T1,Substituted,Chicago City Council,2023-07-14,53659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001888,Zoning Reclassification Map No. 7-H at 2940-2946 N Leavitt St - App No. 22166T1,Amended,Chicago City Council,2023-07-14,53659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001888,Zoning Reclassification Map No. 7-H at 2940-2946 N Leavitt St - App No. 22166T1,Amended,Chicago City Council,2023-07-14,53659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001889,Zoning Reclassification Map No. 5-I at 2412 W Belden Ave - App No. 22171T1,Substituted,Chicago City Council,2023-07-14,57659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001895,Zoning Reclassification Map No. 20-K at 7901-8071 S Cicero Ave/4744-4760 W 81st St/4649-4711 W 79th St - App No. 22179,Substituted,Chicago City Council,2023-07-14,64659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001903,Zoning Reclassification Map No. 1-H at 1924 W Grand Ave - App No. 22193T1,Substituted,Chicago City Council,2023-07-14,75659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001906,Zoning Reclassification Map No. 5-H at 1868-1878 N Milwaukee Ave - App No. 22197T1,Substituted,Chicago City Council,2023-07-14,7B659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001907,Zoning Reclassification Map No. 14-G at 6206 S Racine Ave - App No. 22070,Substituted,Chicago City Council,2023-07-14,7D659CA3-1F11-EE11-8F6C-001DD8094692
