identifier,title,introduction_date,earliest_action_date,matter_id,problem
Or2023-0005635,Payment of various small claims,2023-11-01,2023-10-31,F39277D5-2577-EE11-9AE5-001DD804D22B,introduction after other action
Or2023-0005637,"Tag day permit(s) for Ronald McDonald House Charities of Chicagoland and Northwest Indiana; and Planned Parenthood Federation of America, Inc.",2023-11-01,2023-10-31,12EFAE74-2777-EE11-9AE5-001DD804D22B,introduction after other action
Or2023-0005639,"Settlement agreement regarding case of Brent G. Hampton, Jr. as Administrator of the Estate of Michelle Ewing, deceased, and Dahnyeekah Voker, as Mother and Next Friend of Ellyana Hampton-Voker v. City of Chicago, cited as 2019 L 2879 (Cir. Ct. Cook County, Law Division)",2023-11-01,2023-10-31,91BF76F7-2877-EE11-9AE5-001DD804D22B,introduction after other action
Or2023-0005922,Payment of various small claims,2023-11-15,2023-11-14,59F820B1-2383-EE11-8178-001DD83091CA,introduction after other action
Or2023-0005926,Tag day permit for The Nature Conservancy,2023-11-15,2023-11-14,62EDF2BC-2483-EE11-8178-001DD83091CA,introduction after other action
R2023-0003087,"Creation of subcommittee on Youth Employment, and appointment of its Chair, Vice-Chair and members",2023-07-19,2023-07-17,80FAD1BA-EC2B-EE11-9965-001DD809C9DD,introduction after other action
R2023-0004907,"Establishment of permanent Subcommittee of Revenue under Committee on Finance and appointment of Chair, Vice-Chair and members",2023-10-04,2023-10-02,EFDC9827-5261-EE11-BE6E-001DD8052E29,introduction after other action
SO2023-0001865,Zoning Reclassification Map No. 1-G at 1300 W Carroll Ave - App No. 20866,2023-06-21,2021-11-17,22659CA3-1F11-EE11-8F6C-001DD8094692,introduction after other action
SO2023-0001866,"Zoning Reclassification Map No. 4-E at 45-79 E 18th St, 1801-1809 S Wabash Ave, 1800-1806 S Michigan Ave - App No. 21125",2023-06-21,2022-09-21,24659CA3-1F11-EE11-8F6C-001DD8094692,introduction after other action
SO2023-0001867,Zoning Reclassification Map No. 1-K at 441 N Kilbourn Ave/4239 W Ferdinand St - App No. 22033,2023-06-21,2022-12-14,26659CA3-1F11-EE11-8F6C-001DD8094692,introduction after other action
SO2023-0001868,Zoning Reclassification Map No. 5-G at 1030-1050 W North Ave/1604-1624 N Kingsbury St - App No. 22043T1,2023-06-21,2022-12-14,28659CA3-1F11-EE11-8F6C-001DD8094692,introduction after other action
SO2023-0001869,Zoning Reclassification Map No. 12-E at 5339-5353 S State St and 2-16 E 54th St - App No. 20951T1,2023-06-21,2022-02-23,2A659CA3-1F11-EE11-8F6C-001DD8094692,introduction after other action
SO2023-0001909,Zoning Reclassification Map No. 10-F at 4005 S Dearborn St - App No. 22078,2023-06-21,2023-01-18,81659CA3-1F11-EE11-8F6C-001DD8094692,introduction after other action
SO2023-0001945,Parking prohibited at all times (except for disabled) - establish and amend,2023-06-21,2023-06-14,B5E9EE7B-2711-EE11-8F6C-001DD806D3F2,introduction after other action
SO2023-0001958,Residential permit parking - establish,2023-06-21,2023-06-14,92984176-3711-EE11-8F6C-001DD806D3F2,introduction after other action
SO2023-0001961,Loading/Standing Zone(s) - amend,2023-06-21,2023-06-14,70318C92-3811-EE11-8F6C-001DD806D3F2,introduction after other action
SO2023-0001991,Parking meter(s) - amend,2023-06-21,2023-06-14,5DCFA5C7-4411-EE11-8F6C-001DD806D3F2,introduction after other action
SO2023-0001994,Vehicle weight limitations - 5 tons - establish,2023-06-21,2023-05-31,CAFA74C1-4511-EE11-8F6C-001DD806D3F2,introduction after other action
SO2023-0001998,Traffic sign(s)/signal(s) - establish and amend,2023-06-21,2023-05-31,0F7BC64D-4611-EE11-8F6C-001DD806D3F2,introduction after other action
SO2023-0002059,"Annual Appropriation Ordinance Year 2023 amendment within Fund No. 925 for Department of Housing, Department of Public Health, Mayor's Office for People with Disabilities, Department of Family and Support Services, Department of Transportation, and Chicago Police Department",2023-06-21,2023-05-24,184CE25F-DC11-EE11-8F6C-001DD806D3F2,introduction after other action
SO2023-0002186,"Zoning Reclassification Map No. 11-J at 3701-3759 W Leland Ave, 4647-4659 N Hamlin Ave, 4600-4658 N Lawndale Ave, 4601-4611 N Lawndale Ave, 3700-3718 W Wilson Ave and 3646-3656 W Wilson Ave - App No. 22203",2023-06-21,2021-09-14,E113B070-0915-EE11-8F6D-001DD806FA5E,introduction after other action
SO2023-0002193,Zoning Reclassification Map No. 5-F at 1633-1649 N Halsted St - App No. 22205,2023-06-21,2021-09-14,C42E748C-0E15-EE11-8F6D-001DD806F9D9,introduction after other action
SO2023-0002200,"Amendment of Municipal Code Chapters 4-8 and 17-9 regarding licensing of urban farms and community gardens, and modifying Section 7-38-142 concerning produce merchants",2023-06-21,2023-04-18,7ED00C2B-DF15-EE11-8F6D-001DD806F88B,introduction after other action
SO2023-0002777,"Zoning Reclassification Map No. 9-G at 3515-3549 N Clark St, 1001-1029 W Addison St and 3546-3558 N Sheffield Ave - App No. 22228",2023-07-19,2021-09-14,F9E9AEAE-6522-EE11-8F6C-001DD809BD75,introduction after other action
SO2023-0002817,Parking prohibited at all times (except for disabled) - establish and amend,2023-07-19,2023-07-14,B03A222F-CC24-EE11-9CBD-001DD804E11C,introduction after other action
SO2023-0002818,Loading/Standing Zone(s) - establish and amend,2023-07-19,2023-07-14,CBA2388E-CD24-EE11-9CBD-001DD804E11C,introduction after other action
SO2023-0002819,Residential permit parking - establish and amend,2023-07-19,2023-07-14,0804C395-CE24-EE11-9CBD-001DD804E11C,introduction after other action
SO2023-0002821,Traffic sign(s)/signal(s) - establish and amend,2023-07-19,2023-07-14,59AA9596-CF24-EE11-9CBD-001DD804E11C,introduction after other action
SO2023-0002826,Zoning Reclassification Map No. 1-G at 1342 W Ohio St - App No. 22236T1,2023-07-19,2021-09-14,36BD58D3-DC24-EE11-9CBD-001DD804E11C,introduction after other action
SO2023-0002910,"Amendment of Municipal Code Chapters 13-72, 17-10, 17-13 and 17-17 regarding electric vehicle supply equipment",2023-07-19,2021-09-14,881C1044-A925-EE11-9CBD-001DD804E144,introduction after other action
SO2023-0003481,Zoning Reclassification Map No. 1-G at 375 N Morgan St and 901 W Kinzie St - App No. 22155,2023-04-19,2021-09-14,6C91F668-6F43-EE11-BDF3-001DD8097692,introduction after other action
SO2023-0003859,Zoning Reclassification Map No. 7-F at 2828 N Clark St - App No. 22113,2023-03-15,2021-09-14,DBF0C807-2C48-EE11-BE6D-001DD8097665,introduction after other action
SO2023-0003861,Zoning Reclassification Map No. 1-K at 4711 W Chicago Ave - App No. 22173T1,2023-04-19,2022-09-14,6E288ACF-2D48-EE11-BE6D-001DD8097665,introduction after other action
SO2023-0003862,"Zoning Reclassification Map No. 1-G at 370 N Morgan St, 400 N Morgan St and 401 N Morgan St - App No. 22065",2023-01-18,2021-09-14,C7BEFA06-2F48-EE11-BE6D-001DD8097665,introduction after other action
SO2023-0003863,Zoning Reclassification Map No. 4-H at 2134-2146 S Ashland Ave and 1601-1629 W 21st Pl - App No. 22090,2023-02-01,2021-09-14,66D35574-3048-EE11-BE6D-001DD8097665,introduction after other action
SO2023-0003865,Zoning Reclassification Map No. 12-I at 2614 W 48th St and 4743 S Talman Ave - App No. 22170T1,2023-04-19,2021-09-14,AA451D70-3148-EE11-BE6D-001DD8097665,introduction after other action
SO2023-0003866,"Zoning Reclassification Map No. 14-H at 1701-1725 W 61st St, 6100-6158 S Paulina St, 1700-1724 W 62nd St and 6101-6159 S Hermitage Ave - App No. 20374",2023-09-14,2020-04-22,6920EA8A-3248-EE11-BE6D-001DD8097665,introduction after other action
SO2023-0004139,Parking prohibited at all times (except for disabled) - establish and amend,2023-09-14,2023-09-13,0B8A6993-4352-EE11-BE6E-001DD8097692,introduction after other action
SO2023-0004140,Tow-away zones - establish and amend,2023-09-14,2023-09-13,A4577D8D-4452-EE11-BE6E-001DD8097692,introduction after other action
SO2023-0004142,Residential permit parking - establish and amend,2023-09-14,2023-09-13,E0E59FFF-4552-EE11-BE6E-001DD8097692,introduction after other action
SO2023-0004143,Traffic sign(s)/signal(s) - establish and amend,2023-09-14,2023-09-13,2DF4E36D-4652-EE11-BE6E-001DD8097692,introduction after other action
SO2023-0005122,Parking prohibited at all times (except for disabled) - establish and amend,2023-10-16,2023-10-05,E1C795DF-9A67-EE11-8DEF-001DD80977D6,introduction after other action
SO2023-0005126,Loading/Standing Zone(s) - establish and amend,2023-10-16,2023-10-05,E4777DD5-A967-EE11-8DEF-001DD80977D6,introduction after other action
SO2023-0005127,Residential permit parking - establish and amend,2023-10-16,2023-10-05,38176DD9-AA67-EE11-8DEF-001DD8097C58,introduction after other action
SO2023-0005128,Traffic sign(s)/signal(s) - establish and amend,2023-10-16,2023-10-05,2A134F03-AC67-EE11-8DEF-001DD8097C58,introduction after other action
SOr2023-0002849,Payment of various small claims,2023-07-19,2023-07-18,0B91C9F7-7525-EE11-9CBD-001DD804E11C,introduction after other action
SR2023-0001267,Expression of solidarity with International Brotherhood of Teamsters for fair contract negotiations with United Parcel Service,2023-06-21,2023-06-12,EF07F79D-5D10-EE11-8F6C-001DD806D641,introduction after other action
